DATE_TIME,IRRADIATION_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,DAILY_YIELD_CLEAN,DC_CLEAN,AC_CLEAN
2020-05-30 00:00:00,0.0,21.52715873333333,20.8601236,0.0,0.0,0.0
2020-05-30 00:15:00,0.0,21.492806,20.699059866666666,0.0,0.0,0.0
2020-05-30 00:30:00,0.0,21.3664144,20.529703666666663,0.0,0.0,0.0
2020-05-30 00:45:00,0.0,21.3732096,20.504990666666664,0.0,0.0,0.0
2020-05-30 01:00:00,0.0,21.3210645,20.41563628571429,0.0,0.0,0.0
2020-05-30 01:15:00,0.0,21.295438733333327,20.294574,0.0,0.0,0.0
2020-05-30 01:30:00,0.0,21.305418000000003,20.40134893333333,0.0,0.0,0.0
2020-05-30 01:45:00,0.0,21.262144,20.473541333333333,0.0,0.0,0.0
2020-05-30 02:00:00,0.0,21.25114333333333,20.463403266666663,0.0,0.0,0.0
2020-05-30 02:15:00,0.0,21.316385866666668,20.49529,0.0,0.0,0.0
2020-05-30 02:30:00,0.0,21.313004600000003,20.61629026666667,0.0,0.0,0.0
2020-05-30 02:45:00,0.0,21.401043666666663,20.689916933333333,0.0,0.0,0.0
2020-05-30 03:00:00,0.0,21.4183166,20.60063273333333,0.0,0.0,0.0
2020-05-30 03:15:00,0.0,21.398672857142856,20.531991142857144,0.0,0.0,0.0
2020-05-30 03:30:00,0.0,21.374104733333333,20.533020066666666,0.0,0.0,0.0
2020-05-30 03:45:00,0.0,21.3664836,20.48927813333333,0.0,0.0,0.0
2020-05-30 04:00:00,0.0,21.413842733333336,20.515926,0.0,0.0,0.0
2020-05-30 04:15:00,0.0,21.42423293333333,20.5375876,0.0,0.0,0.0
2020-05-30 04:30:00,0.0,21.4370606,20.5680806,0.0,0.0,0.0
2020-05-30 04:45:00,0.0,21.293420333333334,20.270672800000003,0.0,0.0,0.0
2020-05-30 05:00:00,0.0,21.242486466666666,20.148506666666663,0.0,0.0,0.0
2020-05-30 05:15:00,0.0,21.276218733333337,20.2370014,0.0,0.0,0.0
2020-05-30 05:30:00,0.0,21.26208493333333,20.15769046666667,0.0,0.0,0.0
2020-05-30 05:45:00,0.0,21.226811071428568,19.82743392857144,0.0,0.0,0.0
2020-05-30 06:00:00,0.00783505386,21.150111866666663,19.747505800000003,0.285714286,76.42857143,7.371428571
2020-05-30 06:15:00,0.0230068427666666,21.185369800000004,20.100394533333336,5.0,320.75,31.0125
2020-05-30 06:30:00,0.0503953045333333,21.3506612,20.921696,17.42857143,717.5714286,69.54285714
2020-05-30 06:45:00,0.0836293638666666,21.591829466666663,21.91393233333333,41.0,1228.0,119.45
2020-05-30 07:00:00,0.1167449068666666,21.786851066666664,22.9464376,76.28571429,1740.285714,170.4428571
2020-05-30 07:15:00,0.15050792,22.16442873333333,24.749108733333337,126.625,2257.625,221.3375
2020-05-30 07:30:00,0.1371546752,22.4847634,25.541505866666665,179.5714286,2033.428571,199.3428571
2020-05-30 07:45:00,0.163594894,22.754195266666667,27.122273733333333,234.75,2413.125,236.65
2020-05-30 08:00:00,0.2194022685714285,22.792192642857145,28.886864857142857,299.4285714,3186.571429,312.9571429
2020-05-30 08:15:00,0.319270414,23.30529986666667,32.51050999999999,401.25,4767.875,467.825
2020-05-30 08:30:00,0.257492758,23.722454733333333,34.3021282,507.1428571,3695.0,363.1714286
2020-05-30 08:45:00,0.2414865233333333,23.959779666666662,33.923728333333344,591.4285714,3590.0,352.8857143
2020-05-30 09:00:00,0.2588894479999999,24.185119466666663,33.2824116,677.5,3806.375,374.0625
2020-05-30 09:15:00,0.3711218493333333,24.408231533333336,34.40989966666667,787.4285714,5367.285714,526.2
2020-05-30 09:30:00,0.4308539586666666,24.94327793333333,37.55877506666666,934.875,6379.375,624.9375
2020-05-30 09:45:00,0.31364225,24.95345873333333,35.66078086666666,1079.571429,4864.428571,477.0857143
2020-05-30 10:00:00,0.304070602,24.9230428,32.240460133333336,1196.0,4792.0,470.0875
2020-05-30 10:15:00,0.2776844828571428,24.95966,30.926380785714283,1307.285714,4337.714286,425.9285714
2020-05-30 10:30:00,0.3370152366666666,24.808402466666667,30.401300066666664,1428.75,5267.875,516.375
2020-05-30 10:45:00,0.348691926,24.85946453333333,32.48247873333333,1560.0,5463.571429,535.4857143
2020-05-30 11:00:00,0.4262679866666666,25.07773446666667,35.4601398,1704.0,6726.125,658.75
2020-05-30 11:15:00,0.715572958,25.542982933333327,41.660313,1907.285714,10036.42857,980.8
2020-05-30 11:30:00,0.561617874,26.040903733333334,44.667008466666665,2138.625,8148.75,797.5125
2020-05-30 11:45:00,0.6239884299999999,26.3615418,46.695184266666665,2354.714286,9276.714286,906.9857143
2020-05-30 12:00:00,1.151102274,27.0928548,57.691178466666656,2616.75,13766.375,1342.225
2020-05-30 12:15:00,0.7998236226666667,27.6734152,62.91643313333333,2930.571429,10376.28571,1013.671429
2020-05-30 12:30:00,1.1225500642857145,28.24220935714285,60.84071814285714,3203.875,13216.375,1288.95
2020-05-30 12:45:00,0.771698892,28.96689653333334,62.345989,3511.142857,10837.0,1057.928571
2020-05-30 13:00:00,0.6454755853333334,28.826908466666666,53.6317382,3723.285714,9342.142857,913.7142857
2020-05-30 13:15:00,0.9492787793333332,28.9500306,56.0328042,3981.5,11331.0,1106.6625
2020-05-30 13:30:00,0.8056238186666665,29.13891813333333,53.3879132,4252.571429,10696.14286,1044.642857
2020-05-30 13:45:00,0.8897051446666668,29.40827633333333,55.02622280000001,4530.5,11898.0,1160.5
2020-05-30 14:00:00,0.886393536,29.928074066666667,54.66195460000001,4817.428571,11877.71429,1158.257143
2020-05-30 14:15:00,0.8507950519999999,30.114007466666664,54.58146206666667,5104.25,11350.125,1108.325
2020-05-30 14:30:00,0.776912684,30.26233913333333,52.088154933333335,5371.0,10562.0,1032.4
