DATE_TIME,IRRADIATION_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,DAILY_YIELD_CLEAN,DC_CLEAN,AC_CLEAN
2020-05-29 00:00:00,0.0,26.99076313333333,25.722065133333327,0.0,0.0,0.0
2020-05-29 00:15:00,0.0,26.80260293103448,25.374184413793103,0.0,0.0,0.0
2020-05-29 00:30:00,0.0,26.681321433333327,25.323287766666667,0.0,0.0,0.0
2020-05-29 00:45:00,0.0,26.4969411,25.2111663,0.0,0.0,0.0
2020-05-29 01:00:00,0.0,26.38262417241379,24.972103793103447,0.0,0.0,0.0
2020-05-29 01:15:00,0.0,26.30350463333333,24.84053763333333,0.0,0.0,0.0
2020-05-29 01:30:00,0.0,26.22506880000001,24.94512823333333,0.0,0.0,0.0
2020-05-29 01:45:00,0.0,26.097451068965515,24.802712379310343,0.0,0.0,0.0
2020-05-29 02:00:00,0.0,25.955143300000003,24.5328807,0.0,0.0,0.0
2020-05-29 02:15:00,0.0,25.833975034482755,24.36486489655173,0.0,0.0,0.0
2020-05-29 02:30:00,0.0,25.680298733333327,24.188002566666665,0.0,0.0,0.0
2020-05-29 02:45:00,0.0,25.56937136666667,24.0352417,0.0,0.0,0.0
2020-05-29 03:00:00,0.0,25.465695000000004,24.06939603448276,0.0,0.0,0.0
2020-05-29 03:15:00,0.0,25.375859299999995,24.17657473333333,0.0,0.0,0.0
2020-05-29 03:30:00,0.0,25.32109213793104,24.17932855172414,0.0,0.0,0.0
2020-05-29 03:45:00,0.0,25.334724766666668,24.2521799,0.0,0.0,0.0
2020-05-29 04:00:00,0.0,25.3367522,24.25311673333333,0.0,0.0,0.0
2020-05-29 04:15:00,0.0,25.283853448275863,24.245465517241385,0.0,0.0,0.0
2020-05-29 04:30:00,0.0,25.236387966666666,24.3584523,0.0,0.0,0.0
2020-05-29 04:45:00,0.0,25.27124972413793,24.652820586206897,0.0,0.0,0.0
2020-05-29 05:00:00,0.0,25.226778066666668,24.49097596666667,0.0,0.0,0.0
2020-05-29 05:15:00,0.0,24.964557866666667,23.727933766666663,0.0,0.0,0.0
2020-05-29 05:30:00,0.0,24.767082344827585,23.24329237931035,0.0,0.0,0.0
2020-05-29 05:45:00,0.0,24.619948399999995,23.00487673333333,0.0,0.0,0.0
2020-05-29 06:00:00,0.0161589714206896,24.4827584137931,23.04052841379311,1.1428571428571428,21.457142857142856,20.714285714285715
2020-05-29 06:15:00,0.044439674,24.557709733333336,23.65191146666667,11.266666666666667,64.62666666666668,62.61333333333334
2020-05-29 06:30:00,0.0705033599333333,24.892176199999994,24.824798566666665,32.2,106.23333333333332,103.23333333333332
2020-05-29 06:45:00,0.087852315137931,25.177636586206887,25.749839931034483,62.0,130.78666666666666,127.24666666666668
2020-05-29 07:00:00,0.0993941285333333,25.37383093333333,26.47309786666667,95.60000000000002,139.50666666666663,135.78
2020-05-29 07:15:00,0.1120997714827586,25.4577804137931,26.799945689655168,129.85714285714283,153.31428571428572,149.75714285714287
2020-05-29 07:30:00,0.1492939266666666,25.65482773333333,27.552905166666665,161.20000000000002,184.88,181.22666666666663
2020-05-29 07:45:00,0.1780584679310345,25.90209655172413,28.66828651724138,225.79999999999995,236.86,232.25333333333336
2020-05-29 08:00:00,0.218879112,26.17342826666667,29.33909613333333,289.00000000000006,283.32666666666665,277.9866666666666
2020-05-29 08:15:00,0.3768298110344826,26.85397320689655,32.288299758620695,377.3571428571428,496.24285714285713,486.6928571428572
2020-05-29 08:30:00,0.5176104069999999,27.773820866666664,36.704646766666656,524.0666666666667,695.7666666666667,681.4
2020-05-29 08:45:00,0.6179401333333332,28.271382566666663,39.75964049999999,712.9333333333333,822.56,805.0133333333334
2020-05-29 09:00:00,0.7064269782758623,28.4639881724138,41.575621448275854,929.8,965.8733333333332,944.5666666666666
2020-05-29 09:15:00,0.79107714,29.08187056666668,44.60174056666665,1183.4666666666667,1042.8066666666666,1019.3866666666668
2020-05-29 09:30:00,0.7860884686206897,29.044031689655167,45.56511927586208,1432.2142857142856,1093.535714285714,1068.735714285714
2020-05-29 09:45:00,0.775009372,29.62591830000001,46.888681133333336,1697.1999999999998,1078.68,1054.2600000000002
2020-05-29 10:00:00,0.7475488296551724,29.86575410344828,46.878901620689646,1955.8,1012.1133333333332,989.5533333333332
2020-05-29 10:15:00,0.7135236940000002,29.9178681,45.684719900000005,2197.1333333333337,975.5733333333332,953.9933333333332
2020-05-29 10:30:00,0.7075077343333332,30.44296473333333,47.2638366,2442.8,959.64,938.5
2020-05-29 10:45:00,0.7067424499999999,30.793403310344825,47.35266403448278,2662.9999999999995,955.3214285714288,934.2571428571428
2020-05-29 11:00:00,0.713380371,31.1520284,47.61166263333334,2897.7333333333336,1006.64,983.58
2020-05-29 11:15:00,0.7733386589655173,31.570711344827583,48.41205858620688,3161.8666666666663,1050.8066666666666,1026.9600000000005
2020-05-29 11:30:00,0.7484819603333333,31.9604165,49.445565866666655,3414.0666666666666,1027.78,1004.7933333333332
2020-05-29 11:45:00,0.8196058627586209,32.550793827586205,52.048067379310346,3685.333333333333,1120.1266666666666,1094.38
2020-05-29 12:00:00,0.7673453496666666,33.23828616666666,53.1420321,3938.928571428572,1041.321428571429,1017.9714285714286
2020-05-29 12:15:00,0.7658345263333333,33.35098180000001,52.71200683333333,4141.9333333333325,365.23333333333335,356.9333333333332
2020-05-29 12:30:00,0.6826072096551725,33.444806241379304,51.32947096551723,4160.0,333.1,325.61249999999995
2020-05-29 12:45:00,0.6423758776666665,33.535686299999995,49.74276826666664,4160.0,300.9666666666667,294.29166666666663
2020-05-29 13:00:00,0.6296979582758622,34.05683744827586,50.4980903448276,4160.0,268.8333333333333,262.9708333333333
2020-05-29 13:15:00,0.6084145303333333,34.39466233333333,50.26856289999999,4167.642857142858,236.7,231.65000000000003
2020-05-29 13:30:00,0.5674552231034483,34.22270603448277,48.8906311724138,4309.0,761.8400000000001,745.8600000000001
2020-05-29 13:45:00,0.5704880843333333,34.6315206,47.54902343333334,4505.066666666667,816.5799999999998,799.2066666666669
2020-05-29 14:00:00,0.5952845136666665,34.91430986666667,48.02034716666666,4711.733333333334,853.18,834.8533333333331
2020-05-29 14:15:00,0.566209544137931,35.13401651724138,48.17732937931035,4919.533333333334,818.2933333333333,800.9000000000002
2020-05-29 14:30:00,0.5634546516666668,35.50521643333333,49.7864919,5114.857142857143,810.2214285714286,793.0214285714286
2020-05-29 14:45:00,0.5190474620689655,35.610545172413794,48.46977710344827,5303.333333333333,772.8199999999998,756.5533333333332
2020-05-29 15:00:00,0.5135671423333333,35.63542780000001,46.97482506666666,5495.866666666667,758.1066666666666,742.2133333333331
2020-05-29 15:15:00,0.5943270203333331,36.10386876666665,48.93551656666667,5690.266666666667,851.2333333333335,832.9733333333331
2020-05-29 15:30:00,0.5697870562068967,36.55113175862069,51.36411586206897,5904.733333333334,838.8800000000001,820.94
2020-05-29 15:45:00,0.5429974348275861,36.71613210344827,50.76182420689655,6094.307692307692,801.1692307692307,784.1999999999998
2020-05-29 16:15:00,0.4472856822727273,37.22775545454546,49.11258877272727,6480.181818181818,667.218181818182,653.5636363636363
2020-05-29 16:30:00,0.3995272593103447,37.406764620689664,48.7054024137931,6618.066666666668,592.8733333333336,580.9466666666666
2020-05-29 16:45:00,0.3459329543333333,37.3985575,47.04768986666667,6751.428571428572,521.2142857142857,510.9285714285714
2020-05-29 17:00:00,0.2746237575862069,37.25479141379312,44.60627572413792,6862.666666666667,416.2333333333333,408.8200000000001
2020-05-29 17:15:00,0.2182872136666667,37.10092476666666,42.44847923333334,6955.9333333333325,326.01333333333326,320.34
2020-05-29 17:30:00,0.1616158465517241,36.82863758620689,40.35584441379312,7026.2666666666655,237.94666666666663,233.3066666666667
2020-05-29 17:45:00,0.1109071405333333,36.5074798,38.23906853333332,7075.2,158.73999999999998,155.16666666666666
2020-05-29 18:00:00,0.0657276798666666,35.970144433333324,36.182405566666645,7106.400000000001,92.56666666666666,89.88000000000001
2020-05-29 18:15:00,0.0246554272068965,35.319178103448266,34.34450782758621,7121.357142857142,35.792857142857144,34.57857142857142
2020-05-29 18:30:00,0.0106390969,34.86204663333333,33.104230699999995,7127.2,15.693333333333332,15.14
2020-05-29 18:45:00,0.0003823935377241,34.235506172413785,32.04101141379311,7128.0,7.846666666666666,7.57
2020-05-29 19:00:00,0.0,33.905494999999995,31.55852056666667,7128.0,0.0,0.0
2020-05-29 19:15:00,0.0,33.650812724137936,31.391802551724137,7128.0,0.0,0.0
2020-05-29 19:30:00,0.0,33.35302726666668,31.184542700000005,7128.0,0.0,0.0
2020-05-29 19:45:00,0.0,32.924453103448286,30.91584524137931,7128.0,0.0,0.0
2020-05-29 20:00:00,0.0,32.6156241,30.895663566666663,7128.0,0.0,0.0
2020-05-29 20:15:00,0.0,32.25608534482759,30.546981241379303,7128.0,0.0,0.0
2020-05-29 20:30:00,0.0,31.889839700000003,30.27932726666667,7128.0,0.0,0.0
2020-05-29 20:45:00,0.0,31.234285433333337,29.93442583333333,7128.0,0.0,0.0
2020-05-29 21:00:00,0.0,30.585795517241376,29.47653296551724,7128.0,0.0,0.0
2020-05-29 21:15:00,0.0,30.055038433333326,28.956928566666665,7128.0,0.0,0.0
2020-05-29 21:30:00,0.0,29.67125813793103,28.56394379310344,7128.0,0.0,0.0
2020-05-29 21:45:00,0.0,29.299063166666663,28.2344615,7128.0,0.0,0.0
2020-05-29 22:00:00,0.0,28.879126000000003,27.775134200000004,7128.0,0.0,0.0
2020-05-29 22:15:00,0.0,28.595756827586204,27.47134503448276,7128.0,0.0,0.0
2020-05-29 22:30:00,0.0,28.2120383,27.139359599999995,7128.0,0.0,0.0
2020-05-29 22:45:00,0.0,27.93107882758621,26.773745758620684,7128.0,0.0,0.0
2020-05-29 23:00:00,0.0,27.75027870000001,26.60153193333333,7128.0,0.0,0.0
2020-05-29 23:15:00,0.0,27.6048168,26.344863033333333,7128.0,0.0,0.0
2020-05-29 23:30:00,0.0,27.425482586206897,26.055791413793106,7128.0,0.0,0.0
2020-05-29 23:45:00,0.0,27.23922823333333,25.907132866666668,7128.0,0.0,0.0
